,met_id,Metabolite_Name,CC_ID,ideal_coords_filename,Experimental_Coordinates_File_Name,m_metabolite
107,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
108,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
109,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
110,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
111,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
112,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
113,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
114,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
115,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
116,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
117,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
118,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
119,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
120,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
121,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
122,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
123,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
124,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
125,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
126,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
127,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
128,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
129,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
130,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
131,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
132,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
133,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
134,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
135,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
136,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
137,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
138,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
139,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
140,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
141,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
142,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
143,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
144,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
145,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
146,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
147,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
148,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
149,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
150,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
151,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
152,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
153,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
154,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
155,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
156,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
157,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
158,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
159,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
160,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
161,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
162,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
163,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
164,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
165,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
166,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
167,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
168,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
169,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
170,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
171,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
172,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
173,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
174,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
175,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
176,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
177,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
178,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
179,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
180,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
181,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
182,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
183,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
184,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
185,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
186,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
187,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
188,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
189,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
190,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
191,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
192,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
193,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
194,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
195,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
196,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
197,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
198,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
199,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
200,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
201,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
202,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
203,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
204,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
205,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
206,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
207,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
208,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
209,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
210,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
211,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
212,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
213,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
214,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
215,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
216,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
217,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
218,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
219,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
220,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
221,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
222,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
223,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
224,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
225,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
226,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
227,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
228,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
229,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
230,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
231,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
232,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
233,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
234,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
235,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
236,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
237,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
238,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
239,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
240,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
241,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
242,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
243,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
244,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
245,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
246,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
247,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
248,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
249,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
250,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
251,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
252,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
253,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
254,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
255,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
256,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
257,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
258,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
259,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
260,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
261,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
262,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
263,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
264,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
265,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
266,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
267,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
268,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
269,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
270,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
271,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
272,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
273,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
274,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
275,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
276,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
277,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
278,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
279,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
280,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
281,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
282,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
283,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
284,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
285,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
286,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
287,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
288,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
289,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
290,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
291,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
292,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
293,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
294,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
295,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
296,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
297,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
298,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
299,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
300,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
301,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
302,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
303,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
304,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
305,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
306,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
307,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
308,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
309,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
310,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
311,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
312,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
313,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
314,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
315,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
316,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
317,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
318,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
319,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
320,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
321,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
322,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
323,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
324,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
325,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
326,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
327,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
328,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
329,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
330,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
331,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
332,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
333,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
334,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
335,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
336,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
337,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
338,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
339,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
340,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
341,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
342,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
343,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
344,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
345,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
346,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
347,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
348,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
349,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
350,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
351,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
352,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
353,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
354,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
355,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
356,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
357,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
358,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
359,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
360,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
361,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
362,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
363,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
364,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
365,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
366,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
367,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
368,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
369,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
370,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
371,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
372,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
373,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
374,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
375,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
376,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
377,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
378,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
379,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
380,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
381,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
382,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
383,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
384,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
385,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
386,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
387,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
388,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
389,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
390,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
391,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
392,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
393,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
394,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
395,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
396,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
397,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
398,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
399,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
400,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
401,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
402,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
403,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
404,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
405,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
406,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
407,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
408,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
409,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
410,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
411,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
412,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
413,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
414,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
415,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
416,h2o,Water,HOH,HOH_Ideal.sdf,,h2o_c
